"Año","Origen","U_Destino","Cantidad"
"2011","U. Nal. De Col.","U. Of delaware","1710"
"2011","U. Javeriana","Cornell U.","1711"
"2011","U. Del valle","The U. Of montana","1712"
"2011","U. Eafit-","Georgetown U.","1713"
"2011","U. Pontificia bolivariana","Columbia U. In the city of new york","1714"
"2011","U. Nal. De Col.","Georgetown U.","1715"
"2011","U. Central","Ohio U. - main campus","1716"
"2011","U. Nal. De Col.","Pennsylvania state U.","1717"
"2011","Fundacion U. De bogota - jorge tadeo lozano","U. Of kansas","1718"
"2011","U. Externado de Col.","Northwestern U.","1719"
"2011","U. Javeriana","Cornell U.","1720"
"2011","Escuela de ingenieria de antioquia eia","Emory U.","1721"
"2011","U. De los andes","Rutgers, the state U. Of new jersey","1722"
"2011","U. Nal. De Col.","U. Of missouri - columbia","1723"
"2011","U. Nal. De Col.","U. Of oklahoma","1724"
"2011","U. Nal. De Col.","U. Of illinois at urbana-champaign","1725"
"2011","U. Nal. De Col.","Susquehanna U.","1726"
"2011","U. De antioquia","Willamette U.","1727"
"2011","U. Nal. De Col.","North carolina state U.","1728"
"2011","U. Del norte","American U.","1729"
"2011","U. Del norte","Ohio U. - main campus","1730"
"2011","U. De antioquia","Worcester polytechnic institute","1731"
"2011","U. Libre","U. Of south florida","1732"
"2011","Escuela Col. de ingenieria julio garavito","Suny at buffalo","1733"
"2011","U. Del cauca","U. Of new mexico","1734"
"2011","U. Del valle","U. Of california, santa barbara","1735"
"2011","U. Javeriana","U. Of cincinnati","1736"
"2011","U. De antioquia","Oregon state U.","1737"
"2011","U. Pontificia bolivariana","Georgetown U.","1738"
"2011","U. Nal. De Col.","Boston college","1739"
"2011","U. Eafit-","Ohio state U.","1740"
"2011","Escuela Col. de ingenieria julio garavito","Oklahoma state U.","1741"
"2011","U. Del norte","George mason U.","1742"
"2011","U. Javeriana","Duke U.","1743"
"2011","U. Del valle","U. Of illinois at urbana-champaign","1744"
"2011","Colegio mayor de nuestra señora del rosario","Temple U.","1745"
"2011","U. Nal. De Col.","Yeshiva U.","1746"
"2011","U. Militar-nueva granada","U. Of delaware","1747"
"2011","U. De medellin","U. Of miami","1748"
"2011","U. Del valle","Florida state U.","1749"
"2011","U. Nal. De Col.","U. Of illinois at chicago","1750"
"2011","U. Nal. De Col.","Columbia U. In the city of new york","1751"
"2011","U. Nal. De Col.","Pennsylvania state U.","1752"
"2011","U. De caldas","Southern illinois U. Carbondale","1753"
"2011","U. De cordoba","Indiana U. Bloomington","1754"
"2011","U. Nal. De Col.","U. Of florida","1755"
"2011","U. De los andes","Columbia U. In the city of new york","1756"
"2011","U. Nal. De Col.","Pennsylvania state U.","1757"
"2011","U. Nal. De Col.","Washington state U.","1758"
"2011","U. Del magdalena - unimagdalena","Southern illinois U. Carbondale","1759"
"2011","U. Tecnologica del choco-diego luis cordoba","American U.","1760"
"2011","U. Nal. De Col.","U. Of arkansas, fayetteville","1761"
"2011","U. De cartagena","Suny at buffalo","1762"
"2011","U. De los llanos","U. Of california - davis","1763"
"2011","Escuela Col. de ingenieria julio garavito","U. Of california - davis","1764"
"2011","U. Nal. De Col.","Pennsylvania state U.","1765"
"2011","U. Del valle","Purdue U.","1766"
"2011","U. Del valle","Suny college of environmental science and forestry","1767"
"2011","U. Militar-nueva granada","U. Of southern california","1768"
"2011","U. De caldas","U. Of oklahoma","1769"
"2011","U. Nal. De Col.","Texas a&m U.","1770"
"2011","U. De nariño","U. Of nebraska - lincoln","1771"
"2011","U. De antioquia","U. Of texas at austin","1772"
"2011","U. De los andes","Carnegie mellon U.","1773"
"2011","U. De caldas","Washington state U.","1774"
"2011","U. Del valle","U. Of nebraska - lincoln","1775"
"2011","U. De sucre","Louisiana state U. And a&m college","1776"
"2011","U. Nal. De Col.","Suny at binghamton","1777"
"2011","U. Eafit-","U. Of washington","1778"
"2011","U. Nal. De Col.","Massachusetts institute of technology","1779"
"2011","U. De antioquia","U. Of maryland - college park","1780"
"2011","U. Externado de Col.","New york U.","1781"
"2011","Colegio mayor de nuestra señora del rosario","American U.","1782"
"2011","U. Autonoma del caribe- uniautonoma","Worcester polytechnic institute","1783"
"2011","U. Javeriana","Columbia U. In the city of new york","1784"
"2011","U. Eafit-","California institute of the arts","1785"
"2011","U. Javeriana","U. Of north texas","1786"
"2011","U. Nal. De Col.","Columbia U. In the city of new york","1787"
"2011","U. Javeriana","U. Of southern california","1788"
"2011","U. De los andes","Duke U.","1789"
"2011","U. Del tolima","Colorado state U.","1790"
"2011","U. Of california - los angeles","Columbia U. In the city of new york","1791"
"2011","U. Of south florida","U. Of colorado","1792"
"2012","U. Javeriana","Emory U.","1793"
"2012","U. Nal. De Col.","The U. Of texas at dallas","1794"
"2012","Escuela de ingenieria de antioquia eia","American U.","1795"
"2012","U. Pontificia bolivariana","Brandeis U.","1796"
"2012","U. Del valle","U. Of arizona","1797"
"2012","U. Icesi","U. Of miami","1798"
"2012","U. Icesi","Tulane U.","1799"
"2012","U. Eafit-","Ohio state U.","1800"
"2012","U. Externado de Col.","U. Of california, berkeley","1801"
"2012","U. Eafit-","U. Of maryland - college park","1802"
"2012","U. Industrial de std","U. Of missouri - columbia","1803"
"2012","U. Autonoma de bucaramanga-unab-","U. Of miami","1804"
"2012","U. Eafit-","American U.","1805"
"2012","U. Pontificia bolivariana","Wake forest U.","1806"
"2012","U. Pontificia bolivariana","Southern illinois U. Carbondale","1807"
"2012","U. Pedagogica nal.","Temple U.","1808"
"2012","U. Pontificia bolivariana","Ohio state U.","1809"
"2012","U. Externado de Col.","U. Of pittsburgh - main campus","1810"
"2012","U. Nal. De Col.","U. Of massachusetts amherst","1811"
"2012","U. Pontificia bolivariana","Ohio state U.","1812"
"2012","Fundacion U. De america","Purdue U.","1813"
"2012","U. Pedagogica nal.","Arizona state U.","1814"
"2012","U. Industrial de std","U. Of vermont","1815"
"2012","U. De antioquia","U. Of new mexico","1816"
"2012","U. De los andes","U. Of pittsburgh - main campus","1817"
"2012","U. De caldas","Montana state U. - bozeman","1818"
"2012","U. De los andes","U. Of missouri - columbia","1819"
"2012","U. Nal. De Col.","Cornell U.","1820"
"2012","U. Nal. De Col.","U. Of kansas","1821"
"2012","Colegio mayor de nuestra señora del rosario","Temple U.","1822"
"2012","U. De los andes","U. Of california, santa cruz","1823"
"2012","U. Industrial de std","Washington state U.","1824"
"2012","U. Autonoma de bucaramanga-unab-","Suny college of environmental science and forestry","1825"
"2012","U. Metropolitana","U. Of nebraska at omaha","1826"
"2012","U. De los andes","U. Of california, berkeley","1827"
"2012","U. De los andes","New york U.","1828"
"2012","U. Nal. De Col.","U. Of michigan - ann arbor","1829"
"2012","U. Distrital-francisco jose de caldas","Northeastern U.","1830"
"2012","U. De los andes","Yale U.","1831"
"2012","U. De antioquia","U. Of rochester","1832"
"2012","U. Nal. De Col.","Colorado school of mines","1833"
"2012","U. Industrial de std","U. Of oklahoma","1834"
"2012","U. Industrial de std","Georgia state U.","1835"
"2012","U. Industrial de std","U. Of illinois at urbana-champaign","1836"
"2012","U. De la sabana","Florida international U.","1837"
"2012","Colegio mayor de nuestra señora del rosario","Columbia U. In the city of new york","1838"
"2012","U. Eafit-","American U.","1839"
"2012","U. Javeriana","Georgetown U.","1840"
"2012","U. Industrial de std","American U.","1841"
"2012","U. Pedagogica nal.","Columbia U. In the city of new york","1842"
"2012","U. Nal. De Col.","U. Of texas at austin","1843"
"2012","U. Javeriana","U. Of houston","1844"
"2012","U. Pedagogica nal.","U. Of georgia","1845"
"2012","U. De caldas","Columbia U. In the city of new york","1846"
"2012","U. Nal. De Col.","Columbia U. In the city of new york","1847"
"2012","U. Central","U. Of north texas","1848"
"2012","U. Del valle","U. Of florida","1849"
"2012","U. Nal. De Col.","U. Of oregon","1850"
"2012","U. Nal. De Col.","Florida state U.","1851"
"2012","U. Nal. De Col.","Mississippi state U.","1852"
"2012","U. Nal. De Col.","U. Of pittsburgh - main campus","1853"
"2012","U. Nal. De Col.","Michigan state U.","1854"
"2012","U. Nal. De Col.","U. Of florida","1855"
"2012","U. Del cauca","U. Of florida","1856"
"2012","U. Del valle","Purdue U.","1857"
"2012","U. Industrial de std","U. Of delaware","1858"
"2012","U. Of puerto rico - rio piedras campus","Utah state U.","1859"
"2012","U. De la sabana","Michigan state U.","1860"
"2012","U. Nal. De Col.","U. Of california - davis","1861"
"2012","U. Del valle","U. Of massachusetts - dartmouth","1862"
"2012","U. Del valle","Louisiana state U. And a&m college","1863"
"2012","U. Libre","U. Of minnesota medical center - fairview","1864"
"2012","U. Nal. De Col.","Ohio state U.","1865"
"2012","U. De los andes","The new school","1866"
"2012","U. Nal. De Col.","Purdue U.","1867"
"2012","U. Nal. De Col.","Colorado state U.","1868"
"2012","U. Nal. De Col.","The U. Of tennessee - knoxville","1869"
"2012","U. De antioquia","Columbia U. In the city of new york","1870"
"2012","U. Del norte","Purdue U.","1871"
"2012","Colegio mayor de nuestra señora del rosario","Brown U.","1872"
"2012","U. Javeriana","Purdue U.","1873"
"2012","U. Pontificia bolivariana","Purdue U.","1874"
"2012","U. Del valle","Purdue U.","1875"
"2012","U. Javeriana","Rutgers, the state U. Of new jersey","1876"
"2012","U. Nal. De Col.","Lincoln U.","1877"
"2012","U. Nal. De Col.","Bard college","1878"
"2013","U. Del valle","U. Of kansas","1879"
"2013","U. Nal. De Col.","U. Of illinois at chicago","1880"
"2013","U. Nal. De Col.","Cornell U.","1881"
"2013","U. Nal. De Col.","U. Of illinois at chicago","1882"
"2013","U. El bosque","U. Of florida","1883"
"2013","U. Nal. De Col.","U. Of texas at austin","1884"
"2013","U. Eafit-","Georgia institute of technology - main campus","1885"
"2013","U. De san buenaventura","Ohio state U.","1886"
"2013","U. Tecnologica de bolivar","U. Of nebraska - lincoln","1887"
"2013","U. Nal. De Col.","North carolina state U.","1888"
"2013","U. Nal. De Col.","Rutgers, the state U. Of new jersey","1889"
"2013","U. Del valle","U. Of north carolina at charlotte","1890"
"2013","U. De los andes","Harvard U.","1891"
"2013","U. De los andes","Illinois institute of technology","1892"
"2013","U. Autonoma del caribe- uniautonoma","San diego state U.","1893"
"2013","U. Del atlantico","Southern illinois U. Edwardsville","1894"
"2013","Fundacion U. De bogota - jorge tadeo lozano","Woods  hole  oceanographic institution","1895"
"2013","U. Nal. De Col.","Purdue U.","1896"
"2013","Fundacion U. De bogota - jorge tadeo lozano","Temple U.","1897"
"2013","U. Nal. De Col.","Colorado state U.","1898"
"2013","U. Del valle","Texas a&m U.","1899"
"2013","U. Autonoma de occidente","Georgia institute of technology - main campus","1900"
"2013","U. De los andes","Cornell U.","1901"
"2013","U. Eafit-","U. Of minnesota medical center - fairview","1902"
"2013","U. De los andes","Tulane U.","1903"
"2013","Fundacion U. De america","Michigan state U.","1904"
"2013","Fundacion U. De america","Washington state U.","1905"
"2013","U. Industrial de std","Purdue U.","1906"
"2013","U. Del valle","Clemson U.","1907"
"2013","U. De antioquia","U. Of massachusetts amherst","1908"
"2013","U. Eafit-","U. Of florida","1909"
"2013","U. Militar-nueva granada","U. Of florida","1910"
"2013","U. Nal. De Col.","Virginia polytechnic institute and state U.","1911"
"2013","U. De los andes","Georgia institute of technology - main campus","1912"
"2013","U. Distrital-francisco jose de caldas","Purdue U.","1913"
"2013","U. Nal. De Col.","U. Of california, berkeley","1914"
"2013","U. De la sabana","U. Of texas at austin","1915"
"2013","U. De los andes","Carnegie mellon U.","1916"
"2013","U. Eafit-","U. Of missouri - columbia","1917"
"2013","U. De los andes","U. Of chicago","1918"
"2013","U. De los andes","Columbia U. In the city of new york","1919"
"2013","U. De los andes","Harvard U.","1920"
"2013","U. De los andes","Columbia U. In the city of new york","1921"
"2013","U. Icesi","U. Of arkansas, fayetteville","1922"
"2013","U. Pontificia bolivariana","U. Of delaware","1923"
"2013","U. Javeriana","U. Of california, berkeley","1924"
"2013","U. Del cauca","Ohio state U.","1925"
"2013","U. Del cauca","Florida state U.","1926"
"2013","U. Eafit-","U. Of california - davis","1927"
"2013","U. Nal. De Col.","Wilson college","1928"
"2013","U. Nal. De Col.","Austin college","1929"
"2013","U. Nal. De Col.","Emerson college","1930"
"2013","U. Industrial de std","Southern illinois U. Carbondale","1931"
"2013","U. De antioquia","Pennsylvania state U.","1932"
"2013","U. Nal. De Col.","Cornell U.","1933"
"2013","U. Del valle","U. Of illinois at urbana-champaign","1934"
"2013","U. De los andes","U. Of virginia","1935"
"2013","U. De antioquia","Willamette U.","1936"
"2013","U. De la amazonia","South dakota state U.","1937"
"2013","U. Del valle","Harvard U.","1938"
"2013","U. Industrial de std","Suny at binghamton","1939"
"2013","U. De los andes","North carolina state U.","1940"
"2013","Escuela de ingenieria de antioquia eia","Purdue U.","1941"
"2013","U. Tecnologica de bolivar","U. Of minnesota medical center - fairview","1942"
"2013","U. Industrial de std","U. Of illinois at urbana-champaign","1943"
"2013","U. Del valle","U. Of arkansas, fayetteville","1944"
"2013","U. Eafit-","Rutgers, the state U. Of new jersey","1945"
"2013","U. De los andes","Harvard U.","1946"
"2013","U. Externado de Col.","U. Of california, berkeley","1947"
"2013","U. De los andes","Georgetown U.","1948"
"2013","U. Nal. De Col.","American U.","1949"
"2013","U. De los andes","New york U.","1950"
"2013","U. Eafit-","U. Of notre dame","1951"
"2013","Fundacion U. De bogota - jorge tadeo lozano","Oregon state U.","1952"
"2013","Fundacion U. De bogota - jorge tadeo lozano","U. Of north carolina at wilmington","1953"
"2013","U. Distrital-francisco jose de caldas","New york U.","1954"
"2013","U. Del atlantico","U. Of michigan - ann arbor","1955"
"2013","U. De los andes","Case western reserve U.","1956"
"2013","U. Nal. De Col.","U. Of california, berkeley","1957"
"2013","U. Eafit-","U. Of pittsburgh - main campus","1958"
"2013","U. De antioquia","Catholic U. Of america","1959"
"2013","U. Autonoma de occidente","U. Of oregon","1960"
"2013","Escuela de ingenieria de antioquia eia","Temple U.","1961"
"2013","U. De los andes","U. Of maryland - college park","1962"
"2013","U. Javeriana","New york U.","1963"
"2013","U. Eafit-","Ohio state U.","1964"
"2013","U. De los andes","Rice U.","1965"
"2013","U. De los andes","Loyola U. Of chicago","1966"
"2013","U. Del cauca","Florida international U.","1967"
"2013","U. Javeriana","U. Of illinois at chicago","1968"
"2013","Escuela nal. De policía general std","U. Of minnesota - twin cities","1969"
"2013","U. Nal. De Col.","U. Of pittsburgh - main campus","1970"
"2013","U. Javeriana","New york U.","1971"
"2013","U. Pedagogica y tecnologica de Col. - uptc","Washington state U.","1972"
"2013","U. Popular del cesar","Purdue U.","1973"
"2013","U. SurCol.","U. Of arizona","1974"
"2013","U. Tecnologica de bolivar","Southern illinois U. Carbondale","1975"
"2013","U. Del atlantico","Gardner-webb U.","1976"
"2013","Fundacion U. De bogota - jorge tadeo lozano","School of the art institute of chicago","1977"
"2013","U. Javeriana","Suny at buffalo","1978"
"2013","Fundacion U. De bogota - jorge tadeo lozano","The new school","1979"
"2013","U. Nal. De Col.","Otis college of art and design","1980"
"2013","U. Javeriana","North dakota state U. - main campus","1981"
"2014","U. Nal. De Col.","U. Of california - davis","1982"
"2014","U. Nal. De Col.","Cornell U.","1983"
"2014","U. De los andes","Suny at binghamton","1984"
"2014","U. Nal. De Col.","Cornell U.","1985"
"2014","U. Nal. De Col.","U. Of massachusetts amherst","1986"
"2014","U. De los andes","Columbia U. In the city of new york","1987"
"2014","U. De los andes","Harvard U.","1988"
"2014","U. Nal. De Col.","Pennsylvania state U.","1989"
"2014","U. Distrital-francisco jose de caldas","Antioch college","1990"
"2014","U. Of central florida","Georgia institute of technology - main campus","1991"
"2014","U. Javeriana","San francisco state U.","1992"
"2014","Universitat de barcelona","Suny stony brook","1993"
"2014","Occidental college","Tompkins cortland community college","1994"
"2014","U. Militar-nueva granada","U. Of california - davis","1995"
"2014","Escuela de ingenieria de antioquia eia","U. Of pittsburgh - main campus","1996"
"2014","Colegio de estudios superiores de administracion-cesa-","Columbia U. In the city of new york","1997"
"2014","U. Pontificia bolivariana","U. Of illinois at chicago","1998"
"2014","U. Pontificia bolivariana","Carnegie mellon U.","1999"
"2014","U. De los andes","U. Of texas at austin","2000"
"2014","U. Nal. De Col.","U. Of wisconsin - madison","2001"
"2014","U. De los andes","U. Of georgia","2002"
"2014","U. Industrial de std","Washington state U.","2003"
"2014","U. Industrial de std","Ohio state U.","2004"
"2014","U. De los andes","U. Of north carolina at chapel hill","2005"
"2014","U. Del norte","Ohio U. - main campus","2006"
"2014","U. Nal. De Col.","U. Of california - san diego","2007"
"2014","U. Nal. De Col.","Georgetown U.","2008"
"2014","U. Autonoma de bucaramanga-unab-","U. Of kansas","2009"
"2014","U. Del valle","Georgia institute of technology - main campus","2010"
"2014","U. Del norte","U. Of pittsburgh - main campus","2011"
"2014","U. De san buenaventura","Rice U.","2012"
"2014","U. Del valle","U. Of delaware","2013"
"2014","U. Tecnologica del choco-diego luis cordoba","U. Of st. Thomas","2014"
"2014","U. Industrial de std","Ursinus college","2015"
"2014","U. Pontificia bolivariana","Pennsylvania state U.","2016"
"2014","U. Externado de Col.","Stevens institute of technology","2017"
"2014","U. Distrital-francisco jose de caldas","The new school","2018"
"2014","U. De los andes","Columbia U. In the city of new york","2019"
"2014","U. Nal. De Col.","Florida international U.","2020"
"2014","U. Nal. De Col.","U. Of florida","2021"
"2014","U. Del valle","Pennsylvania state U.","2022"
"2014","U. Pedagogica nal.","U. Of arkansas at monticello","2023"
"2014","U. De la sabana","U. Of central florida","2024"
"2014","U. Nal. De Col.","U. Of pennsylvania","2025"
"2014","U. Icesi","U. Of louisville","2026"
"2014","U. Eafit-","Rice U.","2027"
"2014","Fundacion universitaria esumer","U. Of south carolina - columbia","2028"
"2014","U. SurCol.","U. Of notre dame","2029"
"2014","U. De los andes","U. Of chicago","2030"
"2014","U. De los andes","Tufts U.","2031"
"2014","U. Nal. De Col.","Georgetown U.","2032"
"2014","U. De caldas","U. Of massachusetts amherst","2033"
"2014","U. Nal. De Col.","Tulane U.","2034"
"2014","U. Javeriana","Northwestern U.","2035"
"2014","U. De los andes","U. Of maryland - college park","2036"
"2014","U. Del quindio","The college of wooster","2037"
"2014","U. De los andes","Manhattan school of music","2038"
"2014","U. Javeriana","Columbia college","2039"
"2014","Corporacion U. Piloto de Col.","Ohio state U.","2040"
"2014","U. Nal. De Col.","Texas a&m U.","2041"
"2014","U. De cartagena","Johns hopkins U.","2042"
"2014","U. De antioquia","Harvard U.","2043"
"2014","U. De los andes","Columbia U. In the city of new york","2044"
"2014","U. Pedagogica y tecnologica de Col. - uptc","Michigan state U.","2045"
"2014","U. Javeriana","Oregon state U.","2046"
"2014","U. Nal. De Col.","Purdue U.","2047"
"2014","U. Nal. De Col.","U. Of minnesota medical center - fairview","2048"
"2014","U. Del valle","Florida international U.","2049"
"2014","U. Nal. De Col.","Georgetown U.","2050"
"2014","U. Del norte","U. Of florida","2051"
"2014","U. Pedagogica nal.","Southern illinois U. Carbondale","2052"
"2014","U. De medellin","U. Of minnesota medical center - fairview","2053"
"2015","U. De antioquia","U. Of nebraska - lincoln","2054"
"2015","U. Nal. De Col.","Cornell U.","2055"
"2015","U. Nal. De Col.","U. Of california, berkeley","2056"
"2015","U. Nal. De Col.","U. Of maryland - college park","2057"
"2015","U. De los andes","Cooper union","2058"
"2015","U. De los andes","California college of the arts","2059"
"2015","U. Pedagogica nal.","Hollins U.","2060"
"2015","U. Distrital-francisco jose de caldas","U. Of arkansas at monticello","2061"
"2015","Institucion universitaria colombo americana - unica","Michigan state U.","2062"
"2015","U. De los andes","City college of new york of the city U. Of new york, the","2063"
"2015","U. Militar-nueva granada","U. Of california - los angeles","2064"
"2015","U. Militar-nueva granada","Michigan state U.","2065"
"2015","U. Del valle","Boston U.","2066"
"2015","U. Pontificia bolivariana","Massachusetts institute of technology","2067"
"2015","U. De los andes","U. Of kansas","2068"
"2015","U. De los andes","U. Of maryland - college park","2069"
"2015","U. De los andes","U. Of california, berkeley","2070"
"2015","U. Industrial de std","U. Of nevada - reno","2071"
"2015","U. De antioquia","U. Of nebraska - lincoln","2072"
"2015","U. De la sabana","Florida atlantic U.","2073"
"2015","U. De cartagena","Georgetown U.","2074"
"2015","U. Icesi","Emory U.","2075"
"2015","U. De los andes","New york U.","2076"
"2015","U. Eafit-","U. Of missouri - columbia","2077"
"2015","U. Eafit-","U. Of massachusetts amherst","2078"
"2015","U. Tecnologica de bolivar","U. Of georgia","2079"
"2015","U. Del rosario","Columbia U. In the city of new york","2080"
"2015","U. De caldas","Castleton state college","2081"
"2015","U. De nariño","Pacific U.","2082"
"2015","U. Del norte","The U. Of texas at dallas","2083"
"2015","U. De los andes","Auburn U. Main campus","2084"
"2015","U. Nal. De Col.","Michigan state U.","2085"
"2015","U. Tecnologica de pereira - utp","U. Of illinois at urbana-champaign","2086"
"2015","U. Distrital-francisco jose de caldas","U. Of massachusetts amherst","2087"
"2015","U. Distrital-francisco jose de caldas","U. Of delaware","2088"
"2015","U. Nal. De Col.","Rhode island school of design","2089"
"2015","U. Nal. De Col.","Temple U.","2090"
"2015","U. Del valle","Bard college","2091"
"2015","U. Nal. De Col.","Georgetown U.","2092"
"2015","Fundacion U. De bogota - jorge tadeo lozano","City college of new york of the city U. Of new york, the","2093"
"2015","U. Icesi","Savannah college of art and design","2094"
"2015","U. De antioquia","Northeastern U.","2095"
"2015","U. Del rosario","U. Of wisconsin - madison","2096"
"2015","U. De los andes","U. Of california, berkeley","2097"
"2015","U. Nal. De Col.","U. Of texas at austin","2098"
"2015","U. Nal. De Col.","U. Of california - davis","2099"
"2015","U. Eafit-","U. Of chicago","2100"
"2015","U. Javeriana","Harvard U.","2101"
"2015","U. De los andes","Georgetown U.","2102"
"2015","U. Distrital-francisco jose de caldas","U. Of illinois at urbana-champaign","2103"
"2015","U. Nal. De Col.","Ohio state U.","2104"
"2015","U. Nal. De Col.","U. Of texas at austin","2105"
"2015","U. Eafit-","Texas tech U.","2106"
"2015","U. De caldas","New york U.","2107"
"2015","U. Eafit-","U. Of iowa","2108"
"2015","U. De cartagena","Westchester medical center","2109"
"2015","Escuela naval de cadetes almirante padilla","U. Of maryland - college park","2110"
"2015","U. Ces","U. Of pittsburgh - main campus","2111"
"2015","U. Eafit-","Louisiana state U. And a&m college","2112"
"2015","U. Del valle","Fordham U.","2113"
"2015","U. Nal. De Col.","U. Of pittsburgh - main campus","2114"
"2015","U. Nal. De Col.","Virginia commonwealth U.","2115"
"2015","U. De nariño","U. Of california, riverside","2116"
"2015","U. Pontificia bolivariana","U. Of massachusetts amherst","2117"
"2015","U. De los llanos","U. Of california - davis","2118"
"2015","U. Javeriana","The new school","2119"
